time,temp,ambient light,conduct
2017-02-26 23:01:55,245,11,0
2017-02-26 23:01:56,245,11,0
2017-02-26 23:01:57,245,11,0
2017-02-26 23:01:58,246,11,0
2017-02-26 23:01:59,246,11,0
2017-02-26 23:02:00,246,11,0
2017-02-26 23:02:01,246,11,0
2017-02-26 23:02:02,246,11,0
2017-02-26 23:02:03,246,11,0
2017-02-26 23:02:04,246,11,0
2017-02-26 23:02:05,246,11,0
2017-02-26 23:02:06,247,11,0
2017-02-26 23:02:07,247,11,0
2017-02-26 23:02:08,247,11,0
2017-02-26 23:02:09,247,11,0
2017-02-26 23:02:10,247,11,0
2017-02-26 23:02:11,247,11,0
2017-02-26 23:02:12,247,11,0
2017-02-26 23:02:13,246,11,0
2017-02-26 23:02:14,246,11,0
2017-02-26 23:02:15,246,11,0
2017-02-26 23:02:16,246,11,0
2017-02-26 23:02:18,246,11,0
2017-02-26 23:02:19,246,11,0
2017-02-26 23:02:20,246,13,0
2017-02-26 23:02:21,246,9,0
2017-02-26 23:02:22,246,6,0
2017-02-26 23:02:23,245,6,0
2017-02-26 23:02:24,245,6,0
2017-02-26 23:02:25,245,6,0
2017-02-26 23:02:26,245,6,0
2017-02-26 23:02:27,245,6,0
2017-02-26 23:02:28,245,6,0
2017-02-26 23:02:29,245,6,0
2017-02-26 23:02:30,245,6,0
2017-02-26 23:02:31,245,6,0
2017-02-26 23:02:32,245,6,0
2017-02-26 23:02:33,245,6,0
2017-02-26 23:02:34,246,6,0
2017-02-26 23:02:35,245,6,0
2017-02-26 23:02:36,245,6,0
2017-02-26 23:02:37,245,6,0
2017-02-26 23:02:38,245,6,0
2017-02-26 23:02:39,245,6,0
2017-02-26 23:02:40,245,6,0
2017-02-26 23:02:41,245,6,0
2017-02-26 23:02:42,245,6,0
2017-02-26 23:02:43,245,6,0
2017-02-26 23:02:44,244,6,0
2017-02-26 23:02:45,244,6,0
2017-02-26 23:02:46,243,6,0
2017-02-26 23:02:47,243,6,0
2017-02-26 23:02:48,243,6,0
2017-02-26 23:02:49,243,6,0
2017-02-26 23:02:50,243,6,0
2017-02-26 23:02:51,243,6,0
2017-02-26 23:02:52,243,6,0
